OBJECTID,DATE,Count_
632,2021/11/25 10:00:00+00,581611
633,2021/11/26 10:00:00+00,582608
634,2021/11/27 10:00:00+00,583299
635,2021/11/28 10:00:00+00,584137
636,2021/11/29 10:00:00+00,584899
637,2021/11/30 10:00:00+00,586143
638,2021/12/01 10:00:00+00,587285
639,2021/12/02 10:00:00+00,589113
640,2021/12/03 10:00:00+00,590813
641,2021/12/04 10:00:00+00,592679
642,2021/12/05 10:00:00+00,593676
643,2021/12/06 10:00:00+00,594655
644,2021/12/07 10:00:00+00,595844
645,2021/12/08 10:00:00+00,597051
646,2021/12/09 10:00:00+00,598571
647,2021/12/10 10:00:00+00,600316
648,2021/12/11 10:00:00+00,601556
649,2021/12/12 10:00:00+00,602917
650,2021/12/13 10:00:00+00,604367
651,2021/12/14 10:00:00+00,606083
652,2021/12/15 10:00:00+00,608274
653,2021/12/16 10:00:00+00,611419
654,2021/12/17 10:00:00+00,614952
655,2021/12/18 10:00:00+00,618303
656,2021/12/19 10:00:00+00,620775
657,2021/12/20 10:00:00+00,621959
658,2021/12/21 10:00:00+00,628397
659,2021/12/22 10:00:00+00,633016
660,2021/12/23 10:00:00+00,640535
661,2021/12/24 10:00:00+00,651165
662,2021/12/25 10:00:00+00,661093
663,2021/12/26 10:00:00+00,667287
664,2021/12/27 10:00:00+00,673071
665,2021/12/28 10:00:00+00,680351
666,2021/12/29 10:00:00+00,692261
667,2021/12/30 10:00:00+00,707707
668,2021/12/31 10:00:00+00,720814
669,2022/01/01 10:00:00+00,735723
670,2022/01/02 10:00:00+00,747005
671,2022/01/03 10:00:00+00,761924
672,2022/01/04 10:00:00+00,777171
673,2022/01/05 10:00:00+00,788384
674,2022/01/06 10:00:00+00,802102
675,2022/01/07 10:00:00+00,814891
676,2022/01/08 10:00:00+00,828656
677,2022/01/09 10:00:00+00,846528
678,2022/01/10 10:00:00+00,856680
679,2022/01/11 10:00:00+00,866993
680,2022/01/12 10:00:00+00,878679
681,2022/01/13 10:00:00+00,889906
682,2022/01/14 10:00:00+00,900395
683,2022/01/15 10:00:00+00,910753
684,2022/01/16 10:00:00+00,918967
685,2022/01/17 10:00:00+00,925755
686,2022/01/18 10:00:00+00,929187
687,2022/01/19 10:00:00+00,933540
688,2022/01/20 10:00:00+00,942772
689,2022/01/21 10:00:00+00,947784
690,2022/01/22 10:00:00+00,952852
691,2022/01/23 10:00:00+00,956638
692,2022/01/24 10:00:00+00,959426
693,2022/01/25 10:00:00+00,962001
694,2022/01/26 10:00:00+00,965101
695,2022/01/27 10:00:00+00,968540
696,2022/01/28 10:00:00+00,971713
697,2022/01/29 10:00:00+00,974240
698,2022/01/30 10:00:00+00,976245
699,2022/01/31 10:00:00+00,977370
700,2022/02/01 10:00:00+00,978952
701,2022/02/02 10:00:00+00,980426
702,2022/02/03 10:00:00+00,982598
703,2022/02/04 10:00:00+00,984291
704,2022/02/05 10:00:00+00,985982
705,2022/02/06 10:00:00+00,987147
706,2022/02/07 10:00:00+00,987942
707,2022/02/08 10:00:00+00,988738
708,2022/02/09 10:00:00+00,989532
709,2022/02/10 10:00:00+00,990631
710,2022/02/11 10:00:00+00,991569
711,2022/02/12 10:00:00+00,992510
712,2022/02/13 10:00:00+00,993228
713,2022/02/14 10:00:00+00,993653
714,2022/02/15 10:00:00+00,994096
715,2022/02/16 10:00:00+00,994577
716,2022/02/17 10:00:00+00,995328
717,2022/02/18 10:00:00+00,996182
718,2022/02/19 10:00:00+00,997047
719,2022/02/20 10:00:00+00,998136
720,2022/02/21 10:00:00+00,998505
721,2022/02/22 10:00:00+00,998888
722,2022/02/23 10:00:00+00,999229
723,2022/02/24 10:00:00+00,999890
724,2022/02/25 10:00:00+00,1000562
725,2022/02/26 10:00:00+00,1001509
726,2022/02/27 10:00:00+00,1001890
727,2022/02/28 10:00:00+00,1002279
728,2022/03/01 10:00:00+00,1002634
729,2022/03/02 10:00:00+00,1003039
730,2022/03/03 10:00:00+00,1003510
731,2022/03/04 10:00:00+00,1003908
732,2022/03/05 10:00:00+00,1004290
733,2022/03/06 10:00:00+00,1004539
734,2022/03/07 10:00:00+00,1004762
735,2022/03/08 10:00:00+00,1005056
736,2022/03/09 10:00:00+00,1005333
737,2022/03/10 10:00:00+00,1005716
738,2022/03/11 10:00:00+00,1006062
739,2022/03/12 10:00:00+00,1006432
740,2022/03/13 10:00:00+00,1006636
741,2022/03/14 10:00:00+00,1006782
742,2022/03/15 10:00:00+00,1007040
743,2022/03/16 10:00:00+00,1007372
744,2022/03/17 10:00:00+00,1007748
745,2022/03/18 10:00:00+00,1008178
746,2022/03/19 10:00:00+00,1008536
747,2022/03/20 10:00:00+00,1008740
748,2022/03/21 10:00:00+00,1008915
749,2022/03/22 10:00:00+00,1009097
750,2022/03/23 10:00:00+00,1009343
751,2022/03/24 10:00:00+00,1009705
752,2022/03/25 10:00:00+00,1010096
753,2022/03/26 10:00:00+00,1010497
754,2022/03/27 10:00:00+00,1010722
755,2022/03/28 10:00:00+00,1010934
756,2022/03/29 10:00:00+00,1011211
757,2022/03/30 10:00:00+00,1011498
758,2022/03/31 10:00:00+00,1011919
759,2022/04/01 10:00:00+00,1012357
760,2022/04/02 10:00:00+00,1012822
761,2022/04/03 10:00:00+00,1013089
762,2022/04/04 10:00:00+00,1013396
763,2022/04/05 10:00:00+00,1013696
764,2022/04/06 10:00:00+00,1014223
765,2022/04/07 10:00:00+00,1014714
766,2022/04/08 10:00:00+00,1015358
767,2022/04/09 10:00:00+00,1016029
768,2022/04/10 10:00:00+00,1016538
769,2022/04/11 10:00:00+00,1016971
770,2022/04/12 10:00:00+00,1017470
771,2022/04/13 10:00:00+00,1017926
772,2022/04/14 10:00:00+00,1018701
773,2022/04/15 10:00:00+00,1019487
774,2022/04/16 10:00:00+00,1020351
775,2022/04/17 10:00:00+00,1021019
776,2022/04/18 10:00:00+00,1021558
777,2022/04/19 10:00:00+00,1022225
778,2022/04/20 10:00:00+00,1022861
779,2022/04/21 10:00:00+00,1023905
780,2022/04/22 10:00:00+00,1024920
781,2022/04/23 10:00:00+00,1025925
782,2022/04/24 10:00:00+00,1026708
783,2022/04/25 10:00:00+00,1027188
784,2022/04/26 10:00:00+00,1028026
785,2022/04/27 10:00:00+00,1028752
786,2022/04/28 10:00:00+00,1030144
787,2022/04/29 10:00:00+00,1031533
788,2022/04/30 10:00:00+00,1032775
789,2022/05/01 10:00:00+00,1033503
790,2022/05/02 10:00:00+00,1034002
791,2022/05/03 10:00:00+00,1035008
792,2022/05/04 10:00:00+00,1036338
793,2022/05/05 10:00:00+00,1037863
794,2022/05/06 10:00:00+00,1039776
795,2022/05/07 10:00:00+00,1041621
796,2022/05/08 10:00:00+00,1042836
797,2022/05/09 10:00:00+00,1044095
798,2022/05/10 10:00:00+00,1045721
799,2022/05/11 10:00:00+00,1047261
800,2022/05/12 10:00:00+00,1049471
801,2022/05/13 10:00:00+00,1051938
802,2022/05/14 10:00:00+00,1054547
803,2022/05/15 10:00:00+00,1056418
804,2022/05/16 10:00:00+00,1057951
805,2022/05/17 10:00:00+00,1060243
806,2022/05/18 10:00:00+00,1062235
807,2022/05/19 10:00:00+00,1065005
808,2022/05/20 10:00:00+00,1068021
809,2022/05/21 10:00:00+00,1070205
810,2022/05/22 10:00:00+00,1072053
811,2022/05/23 10:00:00+00,1073657
812,2022/05/24 10:00:00+00,1076139
813,2022/05/25 10:00:00+00,1078122
814,2022/05/26 10:00:00+00,1080747
815,2022/05/27 10:00:00+00,1083424
816,2022/05/28 10:00:00+00,1085628
817,2022/05/29 10:00:00+00,1087460
818,2022/05/30 10:00:00+00,1088992
819,2022/05/31 10:00:00+00,1090136
820,2022/06/01 10:00:00+00,1091909
821,2022/06/02 10:00:00+00,1093414
822,2022/06/03 10:00:00+00,1095903
823,2022/06/04 10:00:00+00,1098271
824,2022/06/05 10:00:00+00,1099742
825,2022/06/06 10:00:00+00,1100899
826,2022/06/07 10:00:00+00,1102725
827,2022/06/08 10:00:00+00,1104084
828,2022/06/09 10:00:00+00,1105840
829,2022/06/10 10:00:00+00,1107391
830,2022/06/11 10:00:00+00,1109279
831,2022/06/12 10:00:00+00,1110422
832,2022/06/13 10:00:00+00,1111364
833,2022/06/14 10:00:00+00,1112705
834,2022/06/15 10:00:00+00,1113849
835,2022/06/16 10:00:00+00,1115482
836,2022/06/17 10:00:00+00,1117397
837,2022/06/18 10:00:00+00,1118785
838,2022/06/19 10:00:00+00,1119773
839,2022/06/20 10:00:00+00,1120627
840,2022/06/21 10:00:00+00,1121332
841,2022/06/22 10:00:00+00,1122792
842,2022/06/23 10:00:00+00,1124390
843,2022/06/24 10:00:00+00,1126088
844,2022/06/25 10:00:00+00,1127722
845,2022/06/26 10:00:00+00,1128954
846,2022/06/27 10:00:00+00,1129910
847,2022/06/28 10:00:00+00,1131371
848,2022/06/29 10:00:00+00,1132805
849,2022/06/30 10:00:00+00,1134521
850,2022/07/01 10:00:00+00,1136317
851,2022/07/02 10:00:00+00,1137909
852,2022/07/03 10:00:00+00,1139060
853,2022/07/04 10:00:00+00,1140205
854,2022/07/05 10:00:00+00,1140986
855,2022/07/06 10:00:00+00,1142366
856,2022/07/07 10:00:00+00,1143571
857,2022/07/08 10:00:00+00,1145444
858,2022/07/09 10:00:00+00,1147362
859,2022/07/10 10:00:00+00,1148684
860,2022/07/11 10:00:00+00,1149675
861,2022/07/12 10:00:00+00,1151423
862,2022/07/13 10:00:00+00,1153203
863,2022/07/14 10:00:00+00,1154979
864,2022/07/15 10:00:00+00,1156761
865,2022/07/16 10:00:00+00,1158585
866,2022/07/17 10:00:00+00,1159870
867,2022/07/18 10:00:00+00,1160942
868,2022/07/19 10:00:00+00,1162099
869,2022/07/20 10:00:00+00,1164135
870,2022/07/21 10:00:00+00,1166193
871,2022/07/22 10:00:00+00,1167922
872,2022/07/23 10:00:00+00,1169781
873,2022/07/24 10:00:00+00,1170839
874,2022/07/25 10:00:00+00,1171947
875,2022/07/26 10:00:00+00,1173854
876,2022/07/27 10:00:00+00,1175517
877,2022/07/28 10:00:00+00,1177492
878,2022/07/29 10:00:00+00,1179405
879,2022/07/30 10:00:00+00,1181209
880,2022/07/31 10:00:00+00,1182443
881,2022/08/01 10:00:00+00,1183502
882,2022/08/02 10:00:00+00,1185185
883,2022/08/03 10:00:00+00,1186717
884,2022/08/04 10:00:00+00,1188690
885,2022/08/05 10:00:00+00,1190410
886,2022/08/06 10:00:00+00,1191962
887,2022/08/07 10:00:00+00,1193041
888,2022/08/08 10:00:00+00,1194005
889,2022/08/09 10:00:00+00,1195735
890,2022/08/10 10:00:00+00,1197484
891,2022/08/11 10:00:00+00,1199400
892,2022/08/12 10:00:00+00,1201340
893,2022/08/13 10:00:00+00,1202880
894,2022/08/14 10:00:00+00,1203804
895,2022/08/15 10:00:00+00,1204473
896,2022/08/16 10:00:00+00,1205774
897,2022/08/17 10:00:00+00,1207014
898,2022/08/18 10:00:00+00,1208791
899,2022/08/19 10:00:00+00,1210317
900,2022/08/20 10:00:00+00,1211634
901,2022/08/21 10:00:00+00,1212504
902,2022/08/22 10:00:00+00,1213200
903,2022/08/23 10:00:00+00,1214585
904,2022/08/24 10:00:00+00,1215687
905,2022/08/25 10:00:00+00,1217056
906,2022/08/26 10:00:00+00,1218315
907,2022/08/27 10:00:00+00,1219602
908,2022/08/28 10:00:00+00,1220351
909,2022/08/29 10:00:00+00,1221015
910,2022/08/30 10:00:00+00,1222150
911,2022/08/31 10:00:00+00,1223111
912,2022/09/01 10:00:00+00,1224460
913,2022/09/02 10:00:00+00,1225536
914,2022/09/03 10:00:00+00,1226697
915,2022/09/04 10:00:00+00,1227310
916,2022/09/05 10:00:00+00,1227839
917,2022/09/06 10:00:00+00,1228402
918,2022/09/07 10:00:00+00,1229594
919,2022/09/08 10:00:00+00,1230484
920,2022/09/09 10:00:00+00,1231823
921,2022/09/10 10:00:00+00,1233088
922,2022/09/11 10:00:00+00,1233723
923,2022/09/12 10:00:00+00,1234260
924,2022/09/13 10:00:00+00,1235285
925,2022/09/14 10:00:00+00,1236299
926,2022/09/15 10:00:00+00,1237529
927,2022/09/16 10:00:00+00,1238735
928,2022/09/17 10:00:00+00,1239719
929,2022/09/18 10:00:00+00,1240285
930,2022/09/19 10:00:00+00,1240817
931,2022/09/20 10:00:00+00,1241702
932,2022/09/21 10:00:00+00,1242666
933,2022/09/22 10:00:00+00,1243756
934,2022/09/23 10:00:00+00,1244747
935,2022/09/24 10:00:00+00,1245732
936,2022/09/25 10:00:00+00,1246296
937,2022/09/26 10:00:00+00,1246703
938,2022/09/27 10:00:00+00,1247432
939,2022/09/28 10:00:00+00,1248321
940,2022/09/29 10:00:00+00,1249181
941,2022/09/30 10:00:00+00,1250032
942,2022/10/01 10:00:00+00,1250844
943,2022/10/02 10:00:00+00,1251367
944,2022/10/03 10:00:00+00,1251732
945,2022/10/04 10:00:00+00,1252358
946,2022/10/05 10:00:00+00,1253043
947,2022/10/06 10:00:00+00,1253880
948,2022/10/07 10:00:00+00,1254665
949,2022/10/08 10:00:00+00,1255384
950,2022/10/09 10:00:00+00,1255803
951,2022/10/10 10:00:00+00,1256162
952,2022/10/11 10:00:00+00,1256576
953,2022/10/12 10:00:00+00,1257358
954,2022/10/13 10:00:00+00,1258064
955,2022/10/14 10:00:00+00,1258813
956,2022/10/15 10:00:00+00,1259596
957,2022/10/16 10:00:00+00,1260022
958,2022/10/17 10:00:00+00,1260407
959,2022/10/18 10:00:00+00,1261145
960,2022/10/19 10:00:00+00,1261834
961,2022/10/20 10:00:00+00,1262591
962,2022/10/21 10:00:00+00,1263279
963,2022/10/22 10:00:00+00,1263955
964,2022/10/23 10:00:00+00,1264359
965,2022/10/24 10:00:00+00,1264731
966,2022/10/25 10:00:00+00,1265356
967,2022/10/26 10:00:00+00,1265975
968,2022/10/27 10:00:00+00,1266881
969,2022/10/28 10:00:00+00,1267740
970,2022/10/29 10:00:00+00,1268559
971,2022/10/30 10:00:00+00,1269007
972,2022/10/31 10:00:00+00,1269331
973,2022/11/01 10:00:00+00,1270143
974,2022/11/02 10:00:00+00,1270844
975,2022/11/03 10:00:00+00,1271740
976,2022/11/04 10:00:00+00,1272575
977,2022/11/05 10:00:00+00,1273447
978,2022/11/06 10:00:00+00,1273923
979,2022/11/07 10:00:00+00,1274374
980,2022/11/08 10:00:00+00,1275208
981,2022/11/09 10:00:00+00,1275755
982,2022/11/10 10:00:00+00,1276558
983,2022/11/11 10:00:00+00,1277302
984,2022/11/12 10:00:00+00,1277807
985,2022/11/13 10:00:00+00,1278191
986,2022/11/14 10:00:00+00,1278443
987,2022/11/15 10:00:00+00,1279209
988,2022/11/16 10:00:00+00,1279883
989,2022/11/17 10:00:00+00,1280630
990,2022/11/18 10:00:00+00,1281358
991,2022/11/19 10:00:00+00,1282108
992,2022/11/20 10:00:00+00,1282558
993,2022/11/21 10:00:00+00,1282861
994,2022/11/22 10:00:00+00,1283535
995,2022/11/23 10:00:00+00,1284176
996,2022/11/24 10:00:00+00,1284907
997,2022/11/25 10:00:00+00,1285402
998,2022/11/26 10:00:00+00,1285699
999,2022/11/27 10:00:00+00,1286060
1000,2022/11/28 10:00:00+00,1286437
1001,2022/11/29 10:00:00+00,1287515
1002,2022/11/30 10:00:00+00,1288308
1003,2022/12/01 10:00:00+00,1289606
1004,2022/12/02 10:00:00+00,1290858
1005,2022/12/03 10:00:00+00,1291854
1006,2022/12/04 10:00:00+00,1292708
1007,2022/12/05 10:00:00+00,1293171
1008,2022/12/06 10:00:00+00,1294038
1009,2022/12/07 10:00:00+00,1294916
1010,2022/12/08 10:00:00+00,1295950
1011,2022/12/09 10:00:00+00,1297092
1012,2022/12/10 10:00:00+00,1298214
1013,2022/12/11 10:00:00+00,1298884
1014,2022/12/12 10:00:00+00,1299374
1015,2022/12/13 10:00:00+00,1300511
1016,2022/12/14 10:00:00+00,1301555
1017,2022/12/15 10:00:00+00,1302774
1018,2022/12/16 10:00:00+00,1303829
1019,2022/12/17 10:00:00+00,1305200
1020,2022/12/18 10:00:00+00,1306048
1021,2022/12/19 10:00:00+00,1306687
1022,2022/12/20 10:00:00+00,1307477
1023,2022/12/21 10:00:00+00,1309092
1024,2022/12/22 10:00:00+00,1310137
1025,2022/12/23 10:00:00+00,1311398
1026,2022/12/24 10:00:00+00,1312629
1027,2022/12/25 10:00:00+00,1313327
1028,2022/12/26 10:00:00+00,1313863
1029,2022/12/27 10:00:00+00,1314339
1030,2022/12/28 10:00:00+00,1314971
1031,2022/12/29 10:00:00+00,1316662
1032,2022/12/30 10:00:00+00,1318234
1033,2022/12/31 10:00:00+00,1319516
1034,2023/01/01 10:00:00+00,1320383
1035,2023/01/02 10:00:00+00,1320973
1036,2023/01/03 10:00:00+00,1321443
1037,2023/01/04 10:00:00+00,1322943
1038,2023/01/05 10:00:00+00,1324276
1039,2023/01/06 10:00:00+00,1325699
1040,2023/01/07 10:00:00+00,1327159
1041,2023/01/08 10:00:00+00,1327994
1042,2023/01/09 10:00:00+00,1328570
1043,2023/01/10 10:00:00+00,1330123
1044,2023/01/11 10:00:00+00,1331022
1045,2023/01/12 10:00:00+00,1332022
1046,2023/01/13 10:00:00+00,1333095
1047,2023/01/14 10:00:00+00,1333923
1048,2023/01/15 10:00:00+00,1334484
1049,2023/01/16 10:00:00+00,1334850
1050,2023/01/17 10:00:00+00,1335276
1051,2023/01/18 10:00:00+00,1336429
1052,2023/01/19 10:00:00+00,1337277
1053,2023/01/20 10:00:00+00,1337975
1054,2023/01/21 10:00:00+00,1339074
1055,2023/01/22 10:00:00+00,1339655
1056,2023/01/23 10:00:00+00,1340150
1057,2023/01/24 10:00:00+00,1341123
1058,2023/01/25 10:00:00+00,1342082
1059,2023/01/26 10:00:00+00,1343049
1060,2023/01/27 10:00:00+00,1343906
1061,2023/01/28 10:00:00+00,1344695
1062,2023/01/29 10:00:00+00,1345060
1063,2023/01/30 10:00:00+00,1345423
1064,2023/01/31 10:00:00+00,1346196
1065,2023/02/01 10:00:00+00,1346906
1066,2023/02/02 10:00:00+00,1347496
1067,2023/02/03 10:00:00+00,1348327
1068,2023/02/04 10:00:00+00,1349167
1069,2023/02/05 10:00:00+00,1349663
1070,2023/02/06 10:00:00+00,1349981
1071,2023/02/07 10:00:00+00,1350782
1072,2023/02/08 10:00:00+00,1351408
1073,2023/02/09 10:00:00+00,1352156
1074,2023/02/10 10:00:00+00,1352861
1075,2023/02/11 10:00:00+00,1353559
1076,2023/02/12 10:00:00+00,1354053
1077,2023/02/13 10:00:00+00,1354372
1078,2023/02/14 10:00:00+00,1355092
1079,2023/02/15 10:00:00+00,1355614
1080,2023/02/16 10:00:00+00,1356264
1081,2023/02/17 10:00:00+00,1356871
1082,2023/02/18 10:00:00+00,1357408
1083,2023/02/19 10:00:00+00,1357818
1084,2023/02/20 10:00:00+00,1358125
1085,2023/02/21 10:00:00+00,1358428
1086,2023/02/22 10:00:00+00,1359115
1087,2023/02/23 10:00:00+00,1359586
1088,2023/02/24 10:00:00+00,1360120
1089,2023/02/25 10:00:00+00,1360696
1090,2023/02/26 10:00:00+00,1360996
1091,2023/02/27 10:00:00+00,1361281
1092,2023/02/28 10:00:00+00,1361777
1093,2023/03/01 10:00:00+00,1362196
1094,2023/03/02 10:00:00+00,1362685
1095,2023/03/03 10:00:00+00,1363061
1096,2023/03/04 10:00:00+00,1363586
1097,2023/03/05 10:00:00+00,1363857
1098,2023/03/06 10:00:00+00,1364092
1099,2023/03/07 10:00:00+00,1364500
1100,2023/03/08 10:00:00+00,1364866
1101,2023/03/09 10:00:00+00,1365297
1102,2023/03/10 10:00:00+00,1365705
1103,2023/03/11 10:00:00+00,1366075
1104,2023/03/12 10:00:00+00,1366355
1105,2023/03/13 10:00:00+00,1366569
1106,2023/03/14 10:00:00+00,1366929
1107,2023/03/15 10:00:00+00,1367297
1108,2023/03/16 10:00:00+00,1367596
1109,2023/03/17 10:00:00+00,1367951
1110,2023/03/18 10:00:00+00,1368269
1111,2023/03/19 10:00:00+00,1368456
1112,2023/03/20 10:00:00+00,1368629
1113,2023/03/21 10:00:00+00,1368932
1114,2023/03/22 10:00:00+00,1369241
1115,2023/03/23 10:00:00+00,1369653
1116,2023/03/24 10:00:00+00,1370057
1117,2023/03/25 10:00:00+00,1370408
1118,2023/03/26 10:00:00+00,1370617
1119,2023/03/27 10:00:00+00,1370838
1120,2023/03/28 10:00:00+00,1371108
1121,2023/03/29 10:00:00+00,1371341
1122,2023/03/30 10:00:00+00,1371672
1123,2023/03/31 10:00:00+00,1371960
1124,2023/04/01 10:00:00+00,1372233
1125,2023/04/02 10:00:00+00,1372416
1126,2023/04/03 10:00:00+00,1372593
1127,2023/04/04 10:00:00+00,1372859
1128,2023/04/05 10:00:00+00,1373082
1129,2023/04/06 10:00:00+00,1373306
1130,2023/04/07 10:00:00+00,1373544
1131,2023/04/08 10:00:00+00,1373734
1132,2023/04/09 10:00:00+00,1373901
1133,2023/04/10 10:00:00+00,1374074
1134,2023/04/11 10:00:00+00,1374275
1135,2023/04/12 10:00:00+00,1374453
1136,2023/04/13 10:00:00+00,1374659
1137,2023/04/14 10:00:00+00,1374854
1138,2023/04/15 10:00:00+00,1375025
1139,2023/04/16 10:00:00+00,1375185
1140,2023/04/17 10:00:00+00,1375335
1141,2023/04/18 10:00:00+00,1375584
1142,2023/04/19 10:00:00+00,1375811
1143,2023/04/20 10:00:00+00,1376015
1144,2023/04/21 10:00:00+00,1376245
1145,2023/04/22 10:00:00+00,1376467
1146,2023/04/23 10:00:00+00,1376619
1147,2023/04/24 10:00:00+00,1376783
1148,2023/04/25 10:00:00+00,1376972
1149,2023/04/26 10:00:00+00,1377152
1150,2023/04/27 10:00:00+00,1377353
1151,2023/04/28 10:00:00+00,1377566
1152,2023/04/29 10:00:00+00,1377762
1153,2023/04/30 10:00:00+00,1377917
1154,2023/05/01 10:00:00+00,1378053
1155,2023/05/02 10:00:00+00,1378226
1156,2023/05/03 10:00:00+00,1378414
1157,2023/05/04 10:00:00+00,1378581
1158,2023/05/05 10:00:00+00,1378761
1159,2023/05/06 10:00:00+00,1378979
1160,2023/05/07 10:00:00+00,1379127
1161,2023/05/08 10:00:00+00,1379184
1162,2023/05/09 10:00:00+00,1379385
1163,2023/05/10 10:00:00+00,1379545
1164,2023/05/11 10:00:00+00,1379725
1165,2023/05/12 10:00:00+00,1379908
1166,2023/05/13 10:00:00+00,1380105
1167,2023/05/14 10:00:00+00,1380155
1168,2023/05/15 10:00:00+00,1380200
1169,2023/05/16 10:00:00+00,1380394
1170,2023/05/17 10:00:00+00,1380556
1171,2023/05/18 10:00:00+00,1380729
1172,2023/05/19 10:00:00+00,1380902
1173,2023/05/20 10:00:00+00,1381072
1174,2023/05/21 10:00:00+00,1381186
1175,2023/05/22 10:00:00+00,1381259
1176,2023/05/23 10:00:00+00,1381353
1177,2023/05/24 10:00:00+00,1381406
1178,2023/05/25 10:00:00+00,1381480
1179,2023/05/26 10:00:00+00,1381546
1180,2023/05/27 10:00:00+00,1381630
1181,2023/05/28 10:00:00+00,1381680
1182,2023/05/29 10:00:00+00,1381719
1183,2023/05/30 10:00:00+00,1381749
1184,2023/05/31 10:00:00+00,1381803
1185,2023/06/01 10:00:00+00,1381897
1186,2023/06/02 10:00:00+00,1381961
1187,2023/06/03 10:00:00+00,1382037
1188,2023/06/04 10:00:00+00,1382079
1189,2023/06/05 10:00:00+00,1382111
1190,2023/06/06 10:00:00+00,1382165
1191,2023/06/07 10:00:00+00,1382223
1192,2023/06/08 10:00:00+00,1382279
1193,2023/06/09 10:00:00+00,1382338
1194,2023/06/10 10:00:00+00,1382380
1195,2023/06/11 10:00:00+00,1382419
1196,2023/06/12 10:00:00+00,1382459
1197,2023/06/13 10:00:00+00,1382540
1198,2023/06/14 10:00:00+00,1382592
1199,2023/06/15 10:00:00+00,1382654
1200,2023/06/16 10:00:00+00,1382706
1201,2023/06/17 10:00:00+00,1382760
1202,2023/06/18 10:00:00+00,1382797
1203,2023/06/19 10:00:00+00,1382822
1204,2023/06/20 10:00:00+00,1382854
1205,2023/06/21 10:00:00+00,1382940
1206,2023/06/22 10:00:00+00,1383017
1207,2023/06/23 10:00:00+00,1383078
1208,2023/06/24 10:00:00+00,1383136
1209,2023/06/25 10:00:00+00,1383163
1210,2023/06/26 10:00:00+00,1383195
1211,2023/06/27 10:00:00+00,1383235
1212,2023/06/28 10:00:00+00,1383319
1213,2023/06/29 10:00:00+00,1383383
1214,2023/06/30 10:00:00+00,1383452
1215,2023/07/01 10:00:00+00,1383514
1216,2023/07/02 10:00:00+00,1383563
1217,2023/07/03 10:00:00+00,1383605
1218,2023/07/04 10:00:00+00,1383680
1219,2023/07/05 10:00:00+00,1383726
1220,2023/07/06 10:00:00+00,1383811
1221,2023/07/07 10:00:00+00,1383868
1222,2023/07/08 10:00:00+00,1383950
1223,2023/07/09 10:00:00+00,1383999
1224,2023/07/10 10:00:00+00,1384029
1225,2023/07/11 10:00:00+00,1384117
1226,2023/07/12 10:00:00+00,1384198
1227,2023/07/13 10:00:00+00,1384270
1228,2023/07/14 10:00:00+00,1384434
1229,2023/07/15 10:00:00+00,1384530
1230,2023/07/16 10:00:00+00,1384604
1231,2023/07/17 10:00:00+00,1384653
1232,2023/07/18 10:00:00+00,1384757
